# Assembly name:  Bos_taurus_UMD_3.1.1
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Sex:  pooled male and female
# Taxid:          9913
# BioSample:      SAMN02898106
# BioProject:     PRJNA32899
# Submitter:      Center for Bioinformatics and Computational Biology, University of Maryland
# Date:           2014-11-25
# Assembly type:  haploid
# Release type:   
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    DAAA02
# Assembly method: UMD Overlapper v. 2009; additional processing
# Genome coverage: 9x
# Sequencing technology: Sanger
# RefSeq category: Representative Genome
# GenBank assembly accession: GCA_000003055.5
# RefSeq assembly accession: GCF_000003055.6
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001245.5	GCF_000001245.5	Primary Assembly
## 	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
ChrU_380937	unplaced-scaffold	na	na	GJ057405.1	=	NW_003098150.1	Primary Assembly	1156	na
ChrU_382193	unplaced-scaffold	na	na	GJ057406.1	=	NW_003098151.1	Primary Assembly	3682	na
ChrU_385975	unplaced-scaffold	na	na	GJ057407.1	=	NW_003098152.1	Primary Assembly	1519	na
ChrU_387594	unplaced-scaffold	na	na	GJ057408.1	=	NW_003098153.1	Primary Assembly	1009	na
ChrU_388703	unplaced-scaffold	na	na	GJ057409.1	=	NW_003098154.1	Primary Assembly	1292	na
ChrU_392758	unplaced-scaffold	na	na	GJ057412.1	=	NW_003098157.1	Primary Assembly	1363	na
ChrU_394221	unplaced-scaffold	na	na	GJ057413.1	=	NW_003098158.1	Primary Assembly	1996	na
ChrU_397672	unplaced-scaffold	na	na	GJ057415.1	=	NW_003098160.1	Primary Assembly	1125	na
ChrU_398897	unplaced-scaffold	na	na	GJ057416.1	=	NW_003098161.1	Primary Assembly	1070	na
ChrU_401189	unplaced-scaffold	na	na	GJ057418.1	=	NW_003098163.1	Primary Assembly	1066	na
ChrU_402355	unplaced-scaffold	na	na	GJ057419.1	=	NW_003098164.1	Primary Assembly	1060	na
ChrU_403515	unplaced-scaffold	na	na	GJ057420.1	=	NW_003098165.1	Primary Assembly	1047	na
ChrU_404662	unplaced-scaffold	na	na	GJ057421.1	=	NW_003098166.1	Primary Assembly	1090	na
ChrU_405852	unplaced-scaffold	na	na	GJ057422.1	=	NW_003098167.1	Primary Assembly	1030	na
ChrU_406982	unplaced-scaffold	na	na	GJ057423.1	=	NW_003098168.1	Primary Assembly	1035	na
ChrU_409276	unplaced-scaffold	na	na	GJ057425.1	=	NW_003098170.1	Primary Assembly	2479	na
ChrU_411855	unplaced-scaffold	na	na	GJ057426.1	=	NW_003098171.1	Primary Assembly	1085	na
ChrU_413040	unplaced-scaffold	na	na	GJ057427.1	=	NW_003098172.1	Primary Assembly	1386	na
ChrU_414526	unplaced-scaffold	na	na	GJ057428.1	=	NW_003098173.1	Primary Assembly	2431	na
ChrU_417057	unplaced-scaffold	na	na	GJ057429.1	=	NW_003098174.1	Primary Assembly	1229	na
ChrU_418386	unplaced-scaffold	na	na	GJ057430.1	=	NW_003098175.1	Primary Assembly	1044	na
ChrU_419530	unplaced-scaffold	na	na	GJ057431.1	=	NW_003098176.1	Primary Assembly	1210	na
ChrU_420840	unplaced-scaffold	na	na	GJ057432.1	=	NW_003098177.1	Primary Assembly	1764	na
ChrU_424349	unplaced-scaffold	na	na	GJ057434.1	=	NW_003098179.1	Primary Assembly	1731	na
ChrU_426180	unplaced-scaffold	na	na	GJ057435.1	=	NW_003098180.1	Primary Assembly	1557	na
ChrU_427837	unplaced-scaffold	na	na	GJ057436.1	=	NW_003098181.1	Primary Assembly	1580	na
ChrU_429517	unplaced-scaffold	na	na	GJ057437.1	=	NW_003098182.1	Primary Assembly	1106	na
ChrU_432274	unplaced-scaffold	na	na	GJ057439.1	=	NW_003098184.1	Primary Assembly	1703	na
ChrU_438008	unplaced-scaffold	na	na	GJ057442.1	=	NW_003098187.1	Primary Assembly	1030	na
ChrU_439138	unplaced-scaffold	na	na	GJ057443.1	=	NW_003098188.1	Primary Assembly	1144	na
ChrU_444172	unplaced-scaffold	na	na	GJ057447.1	=	NW_003098192.1	Primary Assembly	2106	na
ChrU_454258	unplaced-scaffold	na	na	GJ057449.1	=	NW_003098194.1	Primary Assembly	1944	na
ChrU_456302	unplaced-scaffold	na	na	GJ057450.1	=	NW_003098195.1	Primary Assembly	2683	na
ChrU_459085	unplaced-scaffold	na	na	GJ057451.1	=	NW_003098196.1	Primary Assembly	1013	na
ChrU_462180	unplaced-scaffold	na	na	GJ057453.1	=	NW_003098198.1	Primary Assembly	1513	na
ChrU_463793	unplaced-scaffold	na	na	GJ057454.1	=	NW_003098199.1	Primary Assembly	1754	na
ChrU_465647	unplaced-scaffold	na	na	GJ057455.1	=	NW_003098200.1	Primary Assembly	1110	na
ChrU_468268	unplaced-scaffold	na	na	GJ057457.1	=	NW_003098202.1	Primary Assembly	1061	na
ChrU_469429	unplaced-scaffold	na	na	GJ057458.1	=	NW_003098203.1	Primary Assembly	1056	na
ChrU_470585	unplaced-scaffold	na	na	GJ057459.1	=	NW_003098204.1	Primary Assembly	1065	na
ChrU_471750	unplaced-scaffold	na	na	GJ057460.1	=	NW_003098205.1	Primary Assembly	1150	na
ChrU_473000	unplaced-scaffold	na	na	GJ057461.1	=	NW_003098206.1	Primary Assembly	1272	na
ChrU_474372	unplaced-scaffold	na	na	GJ057462.1	=	NW_003098207.1	Primary Assembly	1041	na
ChrU_477446	unplaced-scaffold	na	na	GJ057464.1	=	NW_003098209.1	Primary Assembly	1208	na
ChrU_478754	unplaced-scaffold	na	na	GJ057465.1	=	NW_003098210.1	Primary Assembly	1945	na
ChrU_480799	unplaced-scaffold	na	na	GJ057466.1	=	NW_003098211.1	Primary Assembly	1047	na
ChrU_481946	unplaced-scaffold	na	na	GJ057467.1	=	NW_003098212.1	Primary Assembly	1102	na
ChrU_494319	unplaced-scaffold	na	na	GJ057476.1	=	NW_003098221.1	Primary Assembly	1196	na
ChrU_495615	unplaced-scaffold	na	na	GJ057477.1	=	NW_003098222.1	Primary Assembly	1175	na
ChrU_496890	unplaced-scaffold	na	na	GJ057478.1	=	NW_003098223.1	Primary Assembly	1112	na
ChrU_498102	unplaced-scaffold	na	na	GJ057479.1	=	NW_003098224.1	Primary Assembly	1687	na
ChrU_499889	unplaced-scaffold	na	na	GJ057480.1	=	NW_003098225.1	Primary Assembly	1299	na
ChrU_501288	unplaced-scaffold	na	na	GJ057481.1	=	NW_003098226.1	Primary Assembly	1288	na
ChrU_502676	unplaced-scaffold	na	na	GJ057482.1	=	NW_003098227.1	Primary Assembly	1218	na
ChrU_503994	unplaced-scaffold	na	na	GJ057483.1	=	NW_003098228.1	Primary Assembly	1061	na
ChrU_505155	unplaced-scaffold	na	na	GJ057484.1	=	NW_003098229.1	Primary Assembly	1088	na
ChrU_506343	unplaced-scaffold	na	na	GJ057485.1	=	NW_003098230.1	Primary Assembly	1220	na
ChrU_507663	unplaced-scaffold	na	na	GJ057486.1	=	NW_003098231.1	Primary Assembly	1255	na
ChrU_509018	unplaced-scaffold	na	na	GJ057487.1	=	NW_003098232.1	Primary Assembly	1014	na
ChrU_510132	unplaced-scaffold	na	na	GJ057488.1	=	NW_003098233.1	Primary Assembly	1066	na
ChrU_511298	unplaced-scaffold	na	na	GJ057489.1	=	NW_003098234.1	Primary Assembly	1225	na
ChrU_512623	unplaced-scaffold	na	na	GJ057490.1	=	NW_003098235.1	Primary Assembly	1079	na
ChrU_513802	unplaced-scaffold	na	na	GJ057491.1	=	NW_003098236.1	Primary Assembly	1113	na
ChrU_515015	unplaced-scaffold	na	na	GJ057492.1	=	NW_003098237.1	Primary Assembly	1108	na
ChrU_516223	unplaced-scaffold	na	na	GJ057493.1	=	NW_003098238.1	Primary Assembly	1091	na
ChrU_517414	unplaced-scaffold	na	na	GJ057494.1	=	NW_003098239.1	Primary Assembly	1102	na
ChrU_518616	unplaced-scaffold	na	na	GJ057495.1	=	NW_003098240.1	Primary Assembly	1105	na
ChrU_519821	unplaced-scaffold	na	na	GJ057496.1	=	NW_003098241.1	Primary Assembly	1039	na
ChrU_520960	unplaced-scaffold	na	na	GJ057497.1	=	NW_003098242.1	Primary Assembly	1032	na
ChrU_522092	unplaced-scaffold	na	na	GJ057498.1	=	NW_003098243.1	Primary Assembly	1034	na
ChrU_523226	unplaced-scaffold	na	na	GJ057499.1	=	NW_003098244.1	Primary Assembly	1088	na
ChrU_524414	unplaced-scaffold	na	na	GJ057500.1	=	NW_003098245.1	Primary Assembly	1044	na
ChrU_525558	unplaced-scaffold	na	na	GJ057501.1	=	NW_003098246.1	Primary Assembly	1193	na
ChrU_526851	unplaced-scaffold	na	na	GJ057502.1	=	NW_003098247.1	Primary Assembly	1106	na
ChrU_528057	unplaced-scaffold	na	na	GJ057503.1	=	NW_003098248.1	Primary Assembly	1163	na
ChrU_529320	unplaced-scaffold	na	na	GJ057504.1	=	NW_003098249.1	Primary Assembly	1058	na
ChrU_530478	unplaced-scaffold	na	na	GJ057505.1	=	NW_003098250.1	Primary Assembly	1106	na
ChrU_531684	unplaced-scaffold	na	na	GJ057506.1	=	NW_003098251.1	Primary Assembly	1075	na
ChrU_532859	unplaced-scaffold	na	na	GJ057507.1	=	NW_003098252.1	Primary Assembly	1098	na
ChrU_534057	unplaced-scaffold	na	na	GJ057508.1	=	NW_003098253.1	Primary Assembly	1070	na
ChrU_535227	unplaced-scaffold	na	na	GJ057509.1	=	NW_003098254.1	Primary Assembly	1114	na
ChrU_536441	unplaced-scaffold	na	na	GJ057510.1	=	NW_003098255.1	Primary Assembly	1218	na
ChrU_537759	unplaced-scaffold	na	na	GJ057511.1	=	NW_003098256.1	Primary Assembly	1122	na
ChrU_538981	unplaced-scaffold	na	na	GJ057512.1	=	NW_003098257.1	Primary Assembly	1123	na
ChrU_540204	unplaced-scaffold	na	na	GJ057513.1	=	NW_003098258.1	Primary Assembly	1070	na
ChrU_541374	unplaced-scaffold	na	na	GJ057514.1	=	NW_003098259.1	Primary Assembly	1172	na
ChrU_542646	unplaced-scaffold	na	na	GJ057515.1	=	NW_003098260.1	Primary Assembly	1100	na
ChrU_543846	unplaced-scaffold	na	na	GJ057516.1	=	NW_003098261.1	Primary Assembly	1089	na
ChrU_545035	unplaced-scaffold	na	na	GJ057517.1	=	NW_003098262.1	Primary Assembly	1057	na
ChrU_546192	unplaced-scaffold	na	na	GJ057518.1	=	NW_003098263.1	Primary Assembly	1021	na
ChrU_547313	unplaced-scaffold	na	na	GJ057519.1	=	NW_003098264.1	Primary Assembly	1055	na
ChrU_548468	unplaced-scaffold	na	na	GJ057520.1	=	NW_003098265.1	Primary Assembly	1078	na
ChrU_549646	unplaced-scaffold	na	na	GJ057521.1	=	NW_003098266.1	Primary Assembly	1069	na
ChrU_550815	unplaced-scaffold	na	na	GJ057522.1	=	NW_003098267.1	Primary Assembly	1238	na
ChrU_552153	unplaced-scaffold	na	na	GJ057523.1	=	NW_003098268.1	Primary Assembly	1126	na
ChrU_553379	unplaced-scaffold	na	na	GJ057524.1	=	NW_003098269.1	Primary Assembly	1116	na
ChrU_554595	unplaced-scaffold	na	na	GJ057525.1	=	NW_003098270.1	Primary Assembly	1076	na
ChrU_555771	unplaced-scaffold	na	na	GJ057526.1	=	NW_003098271.1	Primary Assembly	1160	na
ChrU_557031	unplaced-scaffold	na	na	GJ057527.1	=	NW_003098272.1	Primary Assembly	1091	na
ChrU_558222	unplaced-scaffold	na	na	GJ057528.1	=	NW_003098273.1	Primary Assembly	1082	na
ChrU_559404	unplaced-scaffold	na	na	GJ057529.1	=	NW_003098274.1	Primary Assembly	1071	na
ChrU_560575	unplaced-scaffold	na	na	GJ057530.1	=	NW_003098275.1	Primary Assembly	1092	na
ChrU_561767	unplaced-scaffold	na	na	GJ057531.1	=	NW_003098276.1	Primary Assembly	1006	na
ChrU_562873	unplaced-scaffold	na	na	GJ057532.1	=	NW_003098277.1	Primary Assembly	1096	na
ChrU_564069	unplaced-scaffold	na	na	GJ057533.1	=	NW_003098278.1	Primary Assembly	1010	na
ChrU_565179	unplaced-scaffold	na	na	GJ057534.1	=	NW_003098279.1	Primary Assembly	1129	na
ChrU_566408	unplaced-scaffold	na	na	GJ057535.1	=	NW_003098280.1	Primary Assembly	1142	na
ChrU_569200	unplaced-scaffold	na	na	GJ057537.1	=	NW_003098282.1	Primary Assembly	1685	na
ChrU_570985	unplaced-scaffold	na	na	GJ057538.1	=	NW_003098283.1	Primary Assembly	1496	na
ChrU_573807	unplaced-scaffold	na	na	GJ057540.1	=	NW_003098285.1	Primary Assembly	1893	na
ChrU_575800	unplaced-scaffold	na	na	GJ057541.1	=	NW_003098286.1	Primary Assembly	1597	na
ChrU_577497	unplaced-scaffold	na	na	GJ057542.1	=	NW_003098287.1	Primary Assembly	1084	na
ChrU_578681	unplaced-scaffold	na	na	GJ057543.1	=	NW_003098288.1	Primary Assembly	1388	na
ChrU_580169	unplaced-scaffold	na	na	GJ057544.1	=	NW_003098289.1	Primary Assembly	1090	na
ChrU_581359	unplaced-scaffold	na	na	GJ057545.1	=	NW_003098290.1	Primary Assembly	1069	na
ChrU_582528	unplaced-scaffold	na	na	GJ057546.1	=	NW_003098291.1	Primary Assembly	1005	na
ChrU_583633	unplaced-scaffold	na	na	GJ057547.1	=	NW_003098292.1	Primary Assembly	1170	na
ChrU_584903	unplaced-scaffold	na	na	GJ057548.1	=	NW_003098293.1	Primary Assembly	1107	na
ChrU_586110	unplaced-scaffold	na	na	GJ057549.1	=	NW_003098294.1	Primary Assembly	1244	na
ChrU_587454	unplaced-scaffold	na	na	GJ057550.1	=	NW_003098295.1	Primary Assembly	1377	na
ChrU_590130	unplaced-scaffold	na	na	GJ057552.1	=	NW_003098297.1	Primary Assembly	1095	na
ChrU_591325	unplaced-scaffold	na	na	GJ057553.1	=	NW_003098298.1	Primary Assembly	1084	na
ChrU_592509	unplaced-scaffold	na	na	GJ057554.1	=	NW_003098299.1	Primary Assembly	1279	na
ChrU_595047	unplaced-scaffold	na	na	GJ057556.1	=	NW_003098301.1	Primary Assembly	1047	na
ChrU_596194	unplaced-scaffold	na	na	GJ057557.1	=	NW_003098302.1	Primary Assembly	1151	na
ChrU_597445	unplaced-scaffold	na	na	GJ057558.1	=	NW_003098303.1	Primary Assembly	1026	na
ChrU_598571	unplaced-scaffold	na	na	GJ057559.1	=	NW_003098304.1	Primary Assembly	1068	na
ChrU_599739	unplaced-scaffold	na	na	GJ057560.1	=	NW_003098305.1	Primary Assembly	1094	na
ChrU_600933	unplaced-scaffold	na	na	GJ057561.1	=	NW_003098306.1	Primary Assembly	1093	na
ChrU_602126	unplaced-scaffold	na	na	GJ057562.1	=	NW_003098307.1	Primary Assembly	1091	na
ChrU_603317	unplaced-scaffold	na	na	GJ057563.1	=	NW_003098308.1	Primary Assembly	1282	na
ChrU_604699	unplaced-scaffold	na	na	GJ057564.1	=	NW_003098309.1	Primary Assembly	1069	na
ChrU_605868	unplaced-scaffold	na	na	GJ057565.1	=	NW_003098310.1	Primary Assembly	1035	na
ChrU_607003	unplaced-scaffold	na	na	GJ057566.1	=	NW_003098311.1	Primary Assembly	1055	na
ChrU_608158	unplaced-scaffold	na	na	GJ057567.1	=	NW_003098312.1	Primary Assembly	1061	na
ChrU_609319	unplaced-scaffold	na	na	GJ057568.1	=	NW_003098313.1	Primary Assembly	1003	na
ChrU_610422	unplaced-scaffold	na	na	GJ057569.1	=	NW_003098314.1	Primary Assembly	1052	na
ChrU_611574	unplaced-scaffold	na	na	GJ057570.1	=	NW_003098315.1	Primary Assembly	1047	na
ChrU_612721	unplaced-scaffold	na	na	GJ057571.1	=	NW_003098316.1	Primary Assembly	1066	na
ChrU_613887	unplaced-scaffold	na	na	GJ057572.1	=	NW_003098317.1	Primary Assembly	1064	na
ChrU_616410	unplaced-scaffold	na	na	GJ057574.1	=	NW_003098319.1	Primary Assembly	1086	na
ChrU_617596	unplaced-scaffold	na	na	GJ057575.1	=	NW_003098320.1	Primary Assembly	1714	na
ChrU_622380	unplaced-scaffold	na	na	GJ057578.1	=	NW_003098323.1	Primary Assembly	1088	na
ChrU_625179	unplaced-scaffold	na	na	GJ057580.1	=	NW_003098325.1	Primary Assembly	1260	na
ChrU_626539	unplaced-scaffold	na	na	GJ057581.1	=	NW_003098326.1	Primary Assembly	1512	na
ChrU_628151	unplaced-scaffold	na	na	GJ057582.1	=	NW_003098327.1	Primary Assembly	1071	na
ChrU_629322	unplaced-scaffold	na	na	GJ057583.1	=	NW_003098328.1	Primary Assembly	1262	na
ChrU_630684	unplaced-scaffold	na	na	GJ057584.1	=	NW_003098329.1	Primary Assembly	1062	na
ChrU_631846	unplaced-scaffold	na	na	GJ057585.1	=	NW_003098330.1	Primary Assembly	1089	na
ChrU_634958	unplaced-scaffold	na	na	GJ057587.1	=	NW_003098332.1	Primary Assembly	1347	na
ChrU_638157	unplaced-scaffold	na	na	GJ057589.1	=	NW_003098334.1	Primary Assembly	1177	na
ChrU_639434	unplaced-scaffold	na	na	GJ057590.1	=	NW_003098335.1	Primary Assembly	1067	na
ChrU_640601	unplaced-scaffold	na	na	GJ057591.1	=	NW_003098336.1	Primary Assembly	1133	na
ChrU_641834	unplaced-scaffold	na	na	GJ057592.1	=	NW_003098337.1	Primary Assembly	1242	na
ChrU_643176	unplaced-scaffold	na	na	GJ057593.1	=	NW_003098338.1	Primary Assembly	1035	na
ChrU_645867	unplaced-scaffold	na	na	GJ057595.1	=	NW_003098340.1	Primary Assembly	1127	na
ChrU_647094	unplaced-scaffold	na	na	GJ057596.1	=	NW_003098341.1	Primary Assembly	1216	na
ChrU_649599	unplaced-scaffold	na	na	GJ057598.1	=	NW_003098343.1	Primary Assembly	1114	na
ChrU_650813	unplaced-scaffold	na	na	GJ057599.1	=	NW_003098344.1	Primary Assembly	1170	na
ChrU_652083	unplaced-scaffold	na	na	GJ057600.1	=	NW_003098345.1	Primary Assembly	1086	na
ChrU_653269	unplaced-scaffold	na	na	GJ057601.1	=	NW_003098346.1	Primary Assembly	1148	na
ChrU_654517	unplaced-scaffold	na	na	GJ057602.1	=	NW_003098347.1	Primary Assembly	1022	na
ChrU_655639	unplaced-scaffold	na	na	GJ057603.1	=	NW_003098348.1	Primary Assembly	1150	na
ChrU_656889	unplaced-scaffold	na	na	GJ057604.1	=	NW_003098349.1	Primary Assembly	1080	na
ChrU_658069	unplaced-scaffold	na	na	GJ057605.1	=	NW_003098350.1	Primary Assembly	1615	na
ChrU_659784	unplaced-scaffold	na	na	GJ057606.1	=	NW_003098351.1	Primary Assembly	1257	na
ChrU_661141	unplaced-scaffold	na	na	GJ057607.1	=	NW_003098352.1	Primary Assembly	1132	na
ChrU_662373	unplaced-scaffold	na	na	GJ057608.1	=	NW_003098353.1	Primary Assembly	1066	na
ChrU_663539	unplaced-scaffold	na	na	GJ057609.1	=	NW_003098354.1	Primary Assembly	1160	na
ChrU_664799	unplaced-scaffold	na	na	GJ057610.1	=	NW_003098355.1	Primary Assembly	1190	na
ChrU_666089	unplaced-scaffold	na	na	GJ057611.1	=	NW_003098356.1	Primary Assembly	1093	na
ChrU_667282	unplaced-scaffold	na	na	GJ057612.1	=	NW_003098357.1	Primary Assembly	1065	na
ChrU_668447	unplaced-scaffold	na	na	GJ057613.1	=	NW_003098358.1	Primary Assembly	1049	na
ChrU_669596	unplaced-scaffold	na	na	GJ057614.1	=	NW_003098359.1	Primary Assembly	1085	na
ChrU_670781	unplaced-scaffold	na	na	GJ057615.1	=	NW_003098360.1	Primary Assembly	1067	na
ChrU_671948	unplaced-scaffold	na	na	GJ057616.1	=	NW_003098361.1	Primary Assembly	1110	na
ChrU_673158	unplaced-scaffold	na	na	GJ057617.1	=	NW_003098362.1	Primary Assembly	1079	na
ChrU_674337	unplaced-scaffold	na	na	GJ057618.1	=	NW_003098363.1	Primary Assembly	1073	na
ChrU_675510	unplaced-scaffold	na	na	GJ057619.1	=	NW_003098364.1	Primary Assembly	1081	na
ChrU_676691	unplaced-scaffold	na	na	GJ057620.1	=	NW_003098365.1	Primary Assembly	1087	na
ChrU_677878	unplaced-scaffold	na	na	GJ057621.1	=	NW_003098366.1	Primary Assembly	1060	na
ChrU_681163	unplaced-scaffold	na	na	GJ057623.1	=	NW_003098368.1	Primary Assembly	1145	na
ChrU_682408	unplaced-scaffold	na	na	GJ057624.1	=	NW_003098369.1	Primary Assembly	1369	na
ChrU_685195	unplaced-scaffold	na	na	GJ057626.1	=	NW_003098371.1	Primary Assembly	1103	na
ChrU_686398	unplaced-scaffold	na	na	GJ057627.1	=	NW_003098372.1	Primary Assembly	1294	na
ChrU_687792	unplaced-scaffold	na	na	GJ057628.1	=	NW_003098373.1	Primary Assembly	1331	na
ChrU_689223	unplaced-scaffold	na	na	GJ057629.1	=	NW_003098374.1	Primary Assembly	1077	na
ChrU_690400	unplaced-scaffold	na	na	GJ057630.1	=	NW_003098375.1	Primary Assembly	1020	na
ChrU_691520	unplaced-scaffold	na	na	GJ057631.1	=	NW_003098376.1	Primary Assembly	1516	na
ChrU_693136	unplaced-scaffold	na	na	GJ057632.1	=	NW_003098377.1	Primary Assembly	1379	na
ChrU_694615	unplaced-scaffold	na	na	GJ057633.1	=	NW_003098378.1	Primary Assembly	1024	na
ChrU_695739	unplaced-scaffold	na	na	GJ057634.1	=	NW_003098379.1	Primary Assembly	1027	na
ChrU_696866	unplaced-scaffold	na	na	GJ057635.1	=	NW_003098380.1	Primary Assembly	1104	na
ChrU_699212	unplaced-scaffold	na	na	GJ057637.1	=	NW_003098382.1	Primary Assembly	1260	na
ChrU_703473	unplaced-scaffold	na	na	GJ057640.1	=	NW_003098385.1	Primary Assembly	1067	na
ChrU_704640	unplaced-scaffold	na	na	GJ057641.1	=	NW_003098386.1	Primary Assembly	1071	na
ChrU_705811	unplaced-scaffold	na	na	GJ057642.1	=	NW_003098387.1	Primary Assembly	1049	na
ChrU_706960	unplaced-scaffold	na	na	GJ057643.1	=	NW_003098388.1	Primary Assembly	1101	na
ChrU_708161	unplaced-scaffold	na	na	GJ057644.1	=	NW_003098389.1	Primary Assembly	1151	na
ChrU_709412	unplaced-scaffold	na	na	GJ057645.1	=	NW_003098390.1	Primary Assembly	1023	na
ChrU_710535	unplaced-scaffold	na	na	GJ057646.1	=	NW_003098391.1	Primary Assembly	1143	na
ChrU_711778	unplaced-scaffold	na	na	GJ057647.1	=	NW_003098392.1	Primary Assembly	1398	na
ChrU_713276	unplaced-scaffold	na	na	GJ057648.1	=	NW_003098393.1	Primary Assembly	1167	na
ChrU_714543	unplaced-scaffold	na	na	GJ057649.1	=	NW_003098394.1	Primary Assembly	1079	na
ChrU_715722	unplaced-scaffold	na	na	GJ057650.1	=	NW_003098395.1	Primary Assembly	1154	na
ChrU_718375	unplaced-scaffold	na	na	GJ057652.1	=	NW_003098397.1	Primary Assembly	1071	na
ChrU_719546	unplaced-scaffold	na	na	GJ057653.1	=	NW_003098398.1	Primary Assembly	1084	na
ChrU_720730	unplaced-scaffold	na	na	GJ057654.1	=	NW_003098399.1	Primary Assembly	1054	na
ChrU_721884	unplaced-scaffold	na	na	GJ057655.1	=	NW_003098400.1	Primary Assembly	1106	na
ChrU_723090	unplaced-scaffold	na	na	GJ057656.1	=	NW_003098401.1	Primary Assembly	1036	na
ChrU_724226	unplaced-scaffold	na	na	GJ057657.1	=	NW_003098402.1	Primary Assembly	1190	na
ChrU_726681	unplaced-scaffold	na	na	GJ057659.1	=	NW_003098404.1	Primary Assembly	1085	na
ChrU_727866	unplaced-scaffold	na	na	GJ057660.1	=	NW_003098405.1	Primary Assembly	1094	na
ChrU_729060	unplaced-scaffold	na	na	GJ057661.1	=	NW_003098406.1	Primary Assembly	1091	na
ChrU_730251	unplaced-scaffold	na	na	GJ057662.1	=	NW_003098407.1	Primary Assembly	1079	na
ChrU_731430	unplaced-scaffold	na	na	GJ057663.1	=	NW_003098408.1	Primary Assembly	1129	na
ChrU_732659	unplaced-scaffold	na	na	GJ057664.1	=	NW_003098409.1	Primary Assembly	1102	na
ChrU_733861	unplaced-scaffold	na	na	GJ057665.1	=	NW_003098410.1	Primary Assembly	1046	na
ChrU_735007	unplaced-scaffold	na	na	GJ057666.1	=	NW_003098411.1	Primary Assembly	1093	na
ChrU_737390	unplaced-scaffold	na	na	GJ057668.1	=	NW_003098413.1	Primary Assembly	1131	na
ChrU_740091	unplaced-scaffold	na	na	GJ057670.1	=	NW_003098415.1	Primary Assembly	1100	na
ChrU_741291	unplaced-scaffold	na	na	GJ057671.1	=	NW_003098416.1	Primary Assembly	1091	na
ChrU_742482	unplaced-scaffold	na	na	GJ057672.1	=	NW_003098417.1	Primary Assembly	1423	na
ChrU_744005	unplaced-scaffold	na	na	GJ057673.1	=	NW_003098418.1	Primary Assembly	1150	na
ChrU_745255	unplaced-scaffold	na	na	GJ057674.1	=	NW_003098419.1	Primary Assembly	1061	na
ChrU_746416	unplaced-scaffold	na	na	GJ057675.1	=	NW_003098420.1	Primary Assembly	1613	na
ChrU_748129	unplaced-scaffold	na	na	GJ057676.1	=	NW_003098421.1	Primary Assembly	1730	na
ChrU_749959	unplaced-scaffold	na	na	GJ057677.1	=	NW_003098422.1	Primary Assembly	1062	na
ChrU_751121	unplaced-scaffold	na	na	GJ057678.1	=	NW_003098423.1	Primary Assembly	1087	na
ChrU_752308	unplaced-scaffold	na	na	GJ057679.1	=	NW_003098424.1	Primary Assembly	1131	na
ChrU_753539	unplaced-scaffold	na	na	GJ057680.1	=	NW_003098425.1	Primary Assembly	1122	na
ChrU_754761	unplaced-scaffold	na	na	GJ057681.1	=	NW_003098426.1	Primary Assembly	1176	na
ChrU_756037	unplaced-scaffold	na	na	GJ057682.1	=	NW_003098427.1	Primary Assembly	1073	na
ChrU_759108	unplaced-scaffold	na	na	GJ057684.1	=	NW_003098429.1	Primary Assembly	1644	na
ChrU_760852	unplaced-scaffold	na	na	GJ057685.1	=	NW_003098430.1	Primary Assembly	1345	na
ChrU_762297	unplaced-scaffold	na	na	GJ057686.1	=	NW_003098431.1	Primary Assembly	1701	na
ChrU_764098	unplaced-scaffold	na	na	GJ057687.1	=	NW_003098432.1	Primary Assembly	1237	na
ChrU_765435	unplaced-scaffold	na	na	GJ057688.1	=	NW_003098433.1	Primary Assembly	1053	na
ChrU_766588	unplaced-scaffold	na	na	GJ057689.1	=	NW_003098434.1	Primary Assembly	1084	na
ChrU_767772	unplaced-scaffold	na	na	GJ057690.1	=	NW_003098435.1	Primary Assembly	1601	na
ChrU_769473	unplaced-scaffold	na	na	GJ057691.1	=	NW_003098436.1	Primary Assembly	2994	na
ChrU_772567	unplaced-scaffold	na	na	GJ057692.1	=	NW_003098437.1	Primary Assembly	3028	na
ChrU_775695	unplaced-scaffold	na	na	GJ057693.1	=	NW_003098438.1	Primary Assembly	1009	na
ChrU_776804	unplaced-scaffold	na	na	GJ057694.1	=	NW_003098439.1	Primary Assembly	1803	na
ChrU_778707	unplaced-scaffold	na	na	GJ057695.1	=	NW_003098440.1	Primary Assembly	1114	na
ChrU_779921	unplaced-scaffold	na	na	GJ057696.1	=	NW_003098441.1	Primary Assembly	1173	na
ChrU_781194	unplaced-scaffold	na	na	GJ057697.1	=	NW_003098442.1	Primary Assembly	1084	na
