tRNA	Mouse_Brain_M4_plusAlkB	Mouse_Brain_M5_plusAlkB	Mouse_Brain_M6_plusAlkB	x	x	x	M_dm_Liver_M4_plusAlkB	M_dm_Liver_M5_plusAlkB	M_dm_Liver_M6_plusAlkB
tRNA-Cys-GCA-17_wholecounts	59.70494953	88.88309972	76.99446891	x	x	x	12.67731385	23.06333883	21.31520217
tRNA-Cys-GCA-17_fiveprime	88.52802861	89.37689472	99.21967643	x	x	x	323.2715032	244.9106933	175.2936776
tRNA-Cys-GCA-17_threeprime	45.97967377	73.08165977	102.3947061	x	x	x	164.8050801	113.4862704	128.2093504
tRNA-Cys-GCA-17_other	16.4703309	13.33246496	20.6376927	x	x	x	367.6421017	148.6304058	114.8475819
tRNA-Cys-GCA-18_wholecounts	0	0	0	x	x	x	0	0.366084743	0
tRNA-Cys-GCA-18_fiveprime	0	0.493794998	0	x	x	x	19.01597078	10.61645756	7.317158955
tRNA-Cys-GCA-18_threeprime	1.372527575	0.493794998	0.793757411	x	x	x	6.338656926	1.09825423	1.908824075
tRNA-Cys-GCA-18_other	0.686263788	1.975179994	7.143816703	x	x	x	177.4823939	44.29625394	34.35883335
tRNA-Cys-GCA-19_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-19_fiveprime	0	0	0	x	x	x	0	0	0.318137346
tRNA-Cys-GCA-19_threeprime	0	0	0.793757411	x	x	x	0	0	0.318137346
tRNA-Cys-GCA-19_other	0	0.493794998	3.175029646	x	x	x	126.7731385	53.08228778	50.58383799
tRNA-Cys-GCA-2_wholecounts	605.9709245	887.3496122	696.1252499	x	x	x	259.884934	524.9655219	557.6947673
tRNA-Cys-GCA-2_fiveprime	172.2522107	185.6669194	216.6957733	x	x	x	1400.843181	915.2118582	742.8507026
tRNA-Cys-GCA-2_threeprime	575.0890541	747.1118326	677.075072	x	x	x	1058.555707	687.1410632	698.6296115
tRNA-Cys-GCA-2_other	38.43077211	32.0966749	48.4192021	x	x	x	665.5589772	302.385998	251.0103659
tRNA-Cys-GCA-21_wholecounts	5.490110301	3.456564989	6.350059292	x	x	x	0	0	0
tRNA-Cys-GCA-21_fiveprime	0	0.493794998	0	x	x	x	0	0	0
tRNA-Cys-GCA-21_threeprime	40.48956347	71.60027477	103.9822209	x	x	x	164.8050801	117.1471179	130.1181745
tRNA-Cys-GCA-21_other	16.4703309	8.888309972	17.46266305	x	x	x	335.9488171	145.3356431	108.1666976
tRNA-Cys-GCA-24_wholecounts	0	1.481384995	0	x	x	x	0	0	0
tRNA-Cys-GCA-24_fiveprime	0	0	1.587514823	x	x	x	0	5.857355893	5.408334879
tRNA-Cys-GCA-24_threeprime	0	0.493794998	0.793757411	x	x	x	6.338656926	0	0.318137346
tRNA-Cys-GCA-24_other	1.372527575	0.987589997	3.175029646	x	x	x	177.4823939	61.86832162	57.26472225
tRNA-Cys-GCA-25_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Cys-GCA-25_fiveprime	0	0	0	x	x	x	0	0.366084743	0.318137346
tRNA-Cys-GCA-25_threeprime	1.372527575	0.493794998	0	x	x	x	12.67731385	0.366084743	6.999021609
tRNA-Cys-GCA-25_other	0.686263788	0	0	x	x	x	25.3546277	5.125186406	2.863236113
tRNA-Cys-GCA-3_wholecounts	2174.083679	2849.197141	2243.952202	x	x	x	1863.565136	3307.209571	3398.024991
tRNA-Cys-GCA-3_fiveprime	202.4478174	209.3690793	237.333466	x	x	x	1476.907064	1043.341518	928.6429125
tRNA-Cys-GCA-3_threeprime	1581.151767	1895.185204	1791.510478	x	x	x	3948.983265	3344.916299	3443.518631
tRNA-Cys-GCA-3_other	39.80329969	39.50359988	56.35677621	x	x	x	817.6867434	390.2463364	337.2255866
tRNA-Cys-GCA-4_wholecounts	57.64615816	74.06924977	75.40695409	x	x	x	0	2.19650846	1.908824075
tRNA-Cys-GCA-4_fiveprime	3.431318938	8.888309972	9.525088938	x	x	x	31.69328463	8.786033839	12.08921914
tRNA-Cys-GCA-4_threeprime	45.97967377	73.08165977	102.3947061	x	x	x	164.8050801	113.4862704	128.2093504
tRNA-Cys-GCA-4_other	16.4703309	13.33246496	20.6376927	x	x	x	361.3034448	148.6304058	114.8475819
tRNA-Cys-GCA-5_wholecounts	30.88187045	78.01960975	57.15053363	x	x	x	12.67731385	32.21545741	33.08628397
tRNA-Cys-GCA-5_fiveprime	4.117582726	10.36969497	14.28763341	x	x	x	31.69328463	17.57206768	21.31520217
tRNA-Cys-GCA-5_threeprime	470.7769583	562.9262982	522.2923767	x	x	x	919.1052543	572.5565385	593.0080127
tRNA-Cys-GCA-5_other	26.07802393	20.24559494	23.01896493	x	x	x	399.3353863	171.3276599	135.5265093
tRNA-Cys-GCA-6_wholecounts	0.686263788	0	0	x	x	x	0	0	0.318137346
tRNA-Cys-GCA-6_fiveprime	3.431318938	8.888309972	9.525088938	x	x	x	31.69328463	8.786033839	12.08921914
tRNA-Cys-GCA-6_threeprime	0.686263788	0	0.793757411	x	x	x	0	0.366084743	1.272549383
tRNA-Cys-GCA-6_other	16.4703309	13.33246496	20.6376927	x	x	x	367.6421017	148.6304058	114.8475819
tRNA-Cys-GCA-7_wholecounts	14.41153954	24.19595492	10.31884635	x	x	x	6.338656926	21.9650846	16.86127933
tRNA-Cys-GCA-7_fiveprime	0	0.987589997	3.175029646	x	x	x	12.67731385	8.786033839	7.6352963
tRNA-Cys-GCA-7_threeprime	1220.177014	1420.648211	1382.725411	x	x	x	3448.229368	2551.244576	2663.763997
tRNA-Cys-GCA-7_other	21.96044121	26.66492992	30.95653905	x	x	x	494.4152402	226.2403714	200.4265279
tRNA-Cys-GCA-8_wholecounts	3.431318938	1.975179994	6.350059292	x	x	x	0	5.491271149	9.22598303
tRNA-Cys-GCA-8_fiveprime	0	0.493794998	0.793757411	x	x	x	19.01597078	2.928677946	1.908824075
tRNA-Cys-GCA-8_threeprime	5.490110301	11.35728496	16.66890564	x	x	x	76.06388311	65.52916905	58.85540898
tRNA-Cys-GCA-8_other	21.96044121	26.66492992	30.95653905	x	x	x	488.0765833	226.2403714	200.4265279
tRNA-Cys-GCA-9_wholecounts	2.058791363	1.481384995	0	x	x	x	0	0.366084743	1.590686729
tRNA-Cys-GCA-9_fiveprime	0	0.493794998	1.587514823	x	x	x	0	5.125186406	6.362746917
tRNA-Cys-GCA-9_threeprime	22.64670499	18.27041494	36.51284093	x	x	x	95.07985389	45.76059291	52.49266207
tRNA-Cys-GCA-9_other	0	0.493794998	3.175029646	x	x	x	126.7731385	53.08228778	50.58383799
tRNA-Gln-CTG-1_wholecounts	39.1170359	53.32985983	52.38798916	x	x	x	196.4983647	539.9749964	620.3678244
tRNA-Gln-CTG-1_fiveprime	6.862637877	21.23318493	6.350059292	x	x	x	82.40254004	66.62742328	72.53531485
tRNA-Gln-CTG-1_threeprime	40.48956347	60.73678481	67.46937997	x	x	x	1083.910334	420.63137	460.0266021
tRNA-Gln-CTG-1_other	0	0	0	x	x	x	63.38656926	8.786033839	8.907845684
tRNA-Gln-CTG-2_wholecounts	5902.554838	7064.725043	5110.210215	x	x	x	11054.61768	16380.09575	20911.48588
tRNA-Gln-CTG-2_fiveprime	15.09780333	30.12149491	27.7815094	x	x	x	202.8370216	188.8997275	233.5128119
tRNA-Gln-CTG-2_threeprime	1945.557838	2371.203583	2225.695782	x	x	x	6985.199932	5879.320977	6425.419974
tRNA-Gln-CTG-2_other	5.490110301	10.36969497	5.55630188	x	x	x	297.9168755	155.2199312	131.3907238
tRNA-Gln-CTG-3_wholecounts	136.5664937	198.5055894	134.9387599	x	x	x	392.9967294	772.0727236	874.5595637
tRNA-Gln-CTG-3_fiveprime	15.09780333	30.12149491	27.7815094	x	x	x	202.8370216	188.8997275	233.5128119
tRNA-Gln-CTG-3_threeprime	161.9582539	224.6767243	264.321218	x	x	x	5673.097949	3134.783657	3430.156863
tRNA-Gln-CTG-3_other	5.490110301	10.36969497	5.55630188	x	x	x	297.9168755	155.2199312	131.3907238
tRNA-Gln-CTG-4_wholecounts	127.6450645	146.1633195	70.64440962	x	x	x	44.37059848	49.78752509	60.44609571
tRNA-Gln-CTG-4_fiveprime	10.29395682	3.950359988	3.968787057	x	x	x	0	1.09825423	1.908824075
tRNA-Gln-CTG-4_threeprime	143.4291316	199.9869744	248.4460698	x	x	x	5622.388693	3050.950251	3327.080363
tRNA-Gln-CTG-4_other	3.431318938	5.925539981	4.762544469	x	x	x	171.143737	76.14562661	65.53629325
tRNA-Gln-CTG-5_wholecounts	0	0	0.793757411	x	x	x	0	0	0.954412038
tRNA-Gln-CTG-5_fiveprime	0	0	0	x	x	x	0	1.09825423	0
tRNA-Gln-CTG-5_threeprime	0	3.456564989	1.587514823	x	x	x	63.38656926	46.85884714	43.58481638
tRNA-Gln-CTG-5_other	4.117582726	5.925539981	3.968787057	x	x	x	215.5143355	93.35160954	79.21619912
tRNA-Gln-TTG-1_wholecounts	1077.434147	1165.849991	1051.72857	x	x	x	1926.951705	2916.59715	4247.133567
tRNA-Gln-TTG-1_fiveprime	33.6269256	15.80143995	26.98775199	x	x	x	405.6740433	268.7062016	287.2780233
tRNA-Gln-TTG-1_threeprime	730.8709339	707.6082328	746.1319668	x	x	x	4475.09179	3145.03403	3560.275037
tRNA-Gln-TTG-1_other	1.372527575	1.975179994	11.90636117	x	x	x	120.4344816	36.24238959	29.58677316
tRNA-Gln-TTG-2_wholecounts	32.94066181	73.08165977	20.6376927	x	x	x	25.3546277	30.75111844	43.26667904
tRNA-Gln-TTG-2_fiveprime	20.58791363	11.35728496	12.70011858	x	x	x	228.1916493	135.8174398	125.3461143
tRNA-Gln-TTG-2_threeprime	8.235165452	15.30764495	14.28763341	x	x	x	183.8210509	58.93964367	76.03482566
tRNA-Gln-TTG-2_other	0	0	0	x	x	x	12.67731385	4.026932176	0.954412038
tRNA-Gln-TTG-3_wholecounts	1220.863278	1259.671041	1250.96168	x	x	x	4836.395235	7812.248422	10477.21721
tRNA-Gln-TTG-3_fiveprime	32.25439802	19.25800494	37.30659834	x	x	x	456.3832987	404.8897261	394.8084462
tRNA-Gln-TTG-3_threeprime	730.8709339	707.6082328	746.1319668	x	x	x	4475.09179	3144.667945	3560.593175
tRNA-Gln-TTG-3_other	1.372527575	1.975179994	11.90636117	x	x	x	120.4344816	36.24238959	29.58677316
tRNA-Gln-TTG-4_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Gln-TTG-4_fiveprime	0	0.493794998	0	x	x	x	6.338656926	1.09825423	1.590686729
tRNA-Gln-TTG-4_threeprime	0	0	0	x	x	x	0	0	0
tRNA-Gln-TTG-4_other	0	0	0	x	x	x	0	0	0
tRNA-Gln-TTG-5_wholecounts	0	1.481384995	0	x	x	x	0	1.464338973	0.636274692
tRNA-Gln-TTG-5_fiveprime	1.372527575	0.493794998	0	x	x	x	6.338656926	7.321694866	6.999021609
tRNA-Gln-TTG-5_threeprime	4.803846514	3.950359988	4.762544469	x	x	x	114.0958247	41.36757599	45.49364046
tRNA-Gln-TTG-5_other	0	0	0	x	x	x	12.67731385	3.29476269	0.954412038
tRNA-Glu-CTC-1_wholecounts	59781.81107	75610.87775	65910.44042	x	x	x	23180.46838	25492.3111	35535.94153
tRNA-Glu-CTC-1_fiveprime	4289.834937	4901.90295	5827.766915	x	x	x	45524.23404	23592.69737	21401.73553
tRNA-Glu-CTC-1_threeprime	23028.26766	28290.99685	28499.0661	x	x	x	19922.39872	12807.84083	13121.89297
tRNA-Glu-CTC-1_other	226.4670499	248.8726792	304.802846	x	x	x	2015.692902	736.9285883	544.3329988
tRNA-Glu-CTC-2_wholecounts	265.5840858	409.3560537	250.0335846	x	x	x	114.0958247	152.2912532	212.1976097
tRNA-Glu-CTC-2_fiveprime	154.4093522	172.3344545	239.7147383	x	x	x	1337.456611	360.2273874	362.6765743
tRNA-Glu-CTC-2_threeprime	1000.572602	1123.877416	1558.939556	x	x	x	3213.699061	806.8507742	685.5859803
tRNA-Glu-CTC-2_other	2.058791363	3.456564989	3.175029646	x	x	x	31.69328463	2.928677946	5.726472225
tRNA-Glu-CTC-5_wholecounts	0	0	0	x	x	x	0	0	0
tRNA-Glu-CTC-5_fiveprime	122.1549542	127.8929046	198.4393529	x	x	x	982.4918235	210.8648121	233.1946745
tRNA-Glu-CTC-5_threeprime	17.15659469	13.82625996	26.98775199	x	x	x	272.5622478	58.57355893	52.49266207
tRNA-Glu-CTC-5_other	0	0	0	x	x	x	0	0	0
tRNA-Glu-TTC-1_wholecounts	7546.842873	7260.267862	7851.054557	x	x	x	2719.283821	7412.483882	8654.290219
tRNA-Glu-TTC-1_fiveprime	295.7796925	251.8354492	447.6791801	x	x	x	1863.565136	1799.672598	1477.429834
tRNA-Glu-TTC-1_threeprime	3631.707964	3597.296564	5039.565805	x	x	x	3860.242068	5626.722504	5411.83439
tRNA-Glu-TTC-1_other	30.19560666	26.17113492	34.9253261	x	x	x	177.4823939	170.5954904	96.07747845
tRNA-Glu-TTC-2_wholecounts	6960.087335	6248.975705	7069.997264	x	x	x	1882.581107	5347.033761	7164.453029
tRNA-Glu-TTC-2_fiveprime	284.1132081	220.7263643	385.766102	x	x	x	1128.280933	1220.892619	882.8311347
tRNA-Glu-TTC-2_threeprime	2860.347467	2643.284627	3991.012265	x	x	x	1952.306333	2751.492931	2700.349792
tRNA-Glu-TTC-2_other	30.19560666	26.17113492	34.9253261	x	x	x	177.4823939	170.5954904	96.07747845
tRNA-Glu-TTC-3_wholecounts	104.9983595	118.0170046	88.90083008	x	x	x	44.37059848	34.77805061	52.49266207
tRNA-Glu-TTC-3_fiveprime	5.490110301	12.34487496	11.11260376	x	x	x	139.4504524	40.26932176	61.40050775
tRNA-Glu-TTC-3_threeprime	5166.880057	5125.592084	6682.643647	x	x	x	10091.14183	3006.653997	2867.053761
tRNA-Glu-TTC-3_other	2.745055151	7.900719975	7.143816703	x	x	x	76.06388311	8.419949096	12.08921914
tRNA-Gly-ACC-1_wholecounts	0	1.481384995	0	x	x	x	0	0	0
tRNA-Gly-ACC-1_fiveprime	0	0	0	x	x	x	6.338656926	0.366084743	1.272549383
tRNA-Gly-ACC-1_threeprime	350.6807955	396.5173838	492.1295951	x	x	x	4177.174914	1338.039737	1370.217549
tRNA-Gly-ACC-1_other	0.686263788	0	0	x	x	x	25.3546277	3.29476269	3.499510804
tRNA-Gly-CCC-1_wholecounts	17352.17987	28571.47241	16760.18774	x	x	x	13495.0006	26883.06704	30230.04688
tRNA-Gly-CCC-1_fiveprime	2279.768303	2118.380543	2636.068363	x	x	x	28168.99138	18537.06706	14570.05417
tRNA-Gly-CCC-1_threeprime	5492.169093	9830.470829	7027.134364	x	x	x	7498.631143	7264.219561	7286.935907
tRNA-Gly-CCC-1_other	19.90164984	17.77661994	7.937574115	x	x	x	209.1756786	73.94911815	60.12795837
tRNA-Gly-CCC-2_wholecounts	157.8406712	236.0340093	107.1572505	x	x	x	12.67731385	42.83191497	42.63040434
tRNA-Gly-CCC-2_fiveprime	0	8.888309972	6.350059292	x	x	x	6.338656926	10.9825423	11.45294445
tRNA-Gly-CCC-2_threeprime	2272.219401	1408.303336	1944.705658	x	x	x	3131.296521	842.7270791	1266.822911
tRNA-Gly-CCC-2_other	0.686263788	0.493794998	0.793757411	x	x	x	25.3546277	5.125186406	3.81764815
tRNA-Gly-CCC-3_wholecounts	284.1132081	453.7976036	311.1529053	x	x	x	0	34.41196587	33.08628397
tRNA-Gly-CCC-3_fiveprime	0.686263788	2.962769991	7.143816703	x	x	x	12.67731385	1.464338973	4.772060188
tRNA-Gly-CCC-3_threeprime	2272.219401	1408.303336	1943.911901	x	x	x	3137.635178	841.6288248	1268.413598
tRNA-Gly-CCC-3_other	0.686263788	0.493794998	0.793757411	x	x	x	25.3546277	5.125186406	3.81764815
tRNA-Gly-CCC-4_wholecounts	0	2.468974992	0	x	x	x	0	0	0.318137346
tRNA-Gly-CCC-4_fiveprime	0.686263788	1.481384995	0	x	x	x	0	1.464338973	3.499510804
tRNA-Gly-CCC-4_threeprime	2127.417742	1205.353591	1819.291987	x	x	x	3105.941894	784.5196049	1214.012112
tRNA-Gly-CCC-4_other	0	0	0	x	x	x	25.3546277	3.660847433	3.81764815
tRNA-Gly-GCC-1_wholecounts	1741.051229	1982.586919	2281.258801	x	x	x	526.1085249	567.0652674	851.3355375
tRNA-Gly-GCC-1_fiveprime	205.8791363	169.8654795	312.7404201	x	x	x	507.0925541	289.2069472	289.5049847
tRNA-Gly-GCC-1_threeprime	1132.33525	1200.415641	1208.892538	x	x	x	735.2842034	630.7640127	704.9923584
tRNA-Gly-GCC-1_other	341.0731025	370.3462488	212.7269863	x	x	x	500.7538972	559.7435725	355.99569
tRNA-Gly-GCC-2_wholecounts	31256.57047	36748.71758	37328.82355	x	x	x	9571.371958	14854.98671	18324.71112
tRNA-Gly-GCC-2_fiveprime	556.5599318	485.8942785	705.6503388	x	x	x	1293.086013	852.6113671	627.6849834
tRNA-Gly-GCC-2_threeprime	17036.49853	20833.70478	18046.07475	x	x	x	14338.04197	13695.96242	14556.37426
tRNA-Gly-GCC-2_other	341.0731025	370.3462488	212.7269863	x	x	x	500.7538972	559.7435725	355.99569
tRNA-Gly-GCC-3_wholecounts	63.82253225	80.48858475	90.48834491	x	x	x	31.69328463	62.6004911	74.12600158
tRNA-Gly-GCC-3_fiveprime	309.5049682	225.1705193	425.4539725	x	x	x	1096.587648	688.6054021	488.3408259
tRNA-Gly-GCC-3_threeprime	41.17582726	63.2057598	46.83168728	x	x	x	107.7571677	55.27879624	56.94658491
tRNA-Gly-GCC-3_other	9.607693027	18.27041494	15.87514823	x	x	x	50.70925541	48.68927086	39.13089354
tRNA-Gly-GCC-4_wholecounts	87.15550103	140.7315746	564.3615196	x	x	x	38.03194156	107.2628298	87.80590745
tRNA-Gly-GCC-4_fiveprime	334.8967284	239.4905742	441.3291208	x	x	x	1140.958247	720.4547748	520.1545605
tRNA-Gly-GCC-4_threeprime	71.37143392	73.08165977	313.5341775	x	x	x	120.4344816	78.34213507	78.89806177
tRNA-Gly-GCC-4_other	18.52912227	25.18354492	27.7815094	x	x	x	88.74119696	98.84288069	69.67207874
tRNA-Gly-TCC-1_wholecounts	13734.88345	22268.67304	14466.22882	x	x	x	24562.29559	39460.64056	49696.2348
tRNA-Gly-TCC-1_fiveprime	2229.671046	2592.917537	3196.461096	x	x	x	26318.10356	20147.10776	17310.48926
tRNA-Gly-TCC-1_threeprime	2576.234259	3333.11624	3153.598196	x	x	x	9881.966148	10303.82118	12825.07082
tRNA-Gly-TCC-1_other	26.07802393	24.19595492	35.71908352	x	x	x	570.4791233	291.7695404	237.33046
tRNA-His-GTG-1_wholecounts	7.548901664	12.83866996	17.46266305	x	x	x	0	2.562593203	1.908824075
tRNA-His-GTG-1_fiveprime	3.431318938	5.925539981	7.937574115	x	x	x	19.01597078	12.44688127	16.54314198
tRNA-His-GTG-1_threeprime	10.9802206	10.36969497	4.762544469	x	x	x	19.01597078	15.00947448	15.58872995
tRNA-His-GTG-1_other	0	0	0	x	x	x	12.67731385	1.09825423	2.226961421
tRNA-His-GTG-2_wholecounts	14183.0137	20467.30889	14907.55794	x	x	x	25500.41681	42306.58336	55781.88408
tRNA-His-GTG-2_fiveprime	920.9660031	802.9106675	1142.216915	x	x	x	10503.15453	7362.330272	6590.851394
tRNA-His-GTG-2_threeprime	2830.838124	3375.088814	3652.871608	x	x	x	8297.301916	5505.914539	7340.064843
tRNA-His-GTG-2_other	19.21538605	16.78902995	26.19399458	x	x	x	412.0127002	227.3386256	188.3373087
tRNA-His-GTG-3_wholecounts	67.94011498	113.5728496	85.72580044	x	x	x	95.07985389	107.9949993	150.7971019
tRNA-His-GTG-3_fiveprime	2.745055151	2.468974992	2.381272234	x	x	x	0	3.660847433	7.953433646
tRNA-His-GTG-3_threeprime	1360.861091	1576.193635	1947.08693	x	x	x	5806.209744	3213.125792	3901.318272
tRNA-His-GTG-3_other	11.66648439	5.925539981	9.525088938	x	x	x	177.4823939	88.95859262	63.30933182
tRNA-Ile-AAT-1_wholecounts	396.6604693	588.6036381	444.5041504	x	x	x	1850.887822	3223.742249	4191.777669
tRNA-Ile-AAT-1_fiveprime	16.4703309	20.24559494	24.60647976	x	x	x	405.6740433	218.5525917	286.959886
tRNA-Ile-AAT-1_threeprime	5181.977861	6656.356579	8642.430696	x	x	x	61694.14786	58237.49313	66829.20342
tRNA-Ile-AAT-1_other	190.0950692	160.4833745	302.4215738	x	x	x	5216.71465	2115.237647	2569.595342
tRNA-Ile-AAT-2_wholecounts	5.490110301	3.456564989	5.55630188	x	x	x	12.67731385	14.64338973	26.40539971
tRNA-Ile-AAT-2_fiveprime	5.490110301	2.468974992	4.762544469	x	x	x	145.7891093	32.21545741	76.352963
tRNA-Ile-AAT-2_threeprime	45.97967377	55.79883482	65.88186515	x	x	x	234.5303063	222.2134392	261.8270356
tRNA-Ile-AAT-2_other	6.862637877	3.456564989	14.28763341	x	x	x	405.6740433	45.76059291	98.30443987
tRNA-Ile-AAT-3_wholecounts	2.058791363	9.38210497	2.381272234	x	x	x	25.3546277	10.61645756	18.45196606
tRNA-Ile-AAT-3_fiveprime	4.117582726	0.987589997	0	x	x	x	88.74119696	14.27730499	26.72353705
tRNA-Ile-AAT-3_threeprime	3749.745336	4569.085121	5803.954193	x	x	x	31072.09625	24603.09126	23161.03505
tRNA-Ile-AAT-3_other	109.1159422	104.6845397	173.8328731	x	x	x	1571.986918	515.8134033	488.0226885
tRNA-Ile-AAT-4_wholecounts	0	0	0	x	x	x	0	0	1.590686729
tRNA-Ile-AAT-4_fiveprime	4.803846514	1.481384995	1.587514823	x	x	x	126.7731385	23.42942357	50.58383799
tRNA-Ile-AAT-4_threeprime	0	0	1.587514823	x	x	x	0	0.366084743	0.318137346
tRNA-Ile-AAT-4_other	6.176374089	3.456564989	14.28763341	x	x	x	405.6740433	44.66233868	97.03189048
tRNA-Ile-TAT-1_wholecounts	5.490110301	17.77661994	3.175029646	x	x	x	25.3546277	27.090271	59.17354633
tRNA-Ile-TAT-1_fiveprime	1.372527575	1.481384995	0	x	x	x	76.06388311	17.20598293	27.67794909
tRNA-Ile-TAT-1_threeprime	97.44945785	103.6969497	129.3824581	x	x	x	1426.197808	1072.994383	1290.365075
tRNA-Ile-TAT-1_other	7.548901664	10.36969497	7.937574115	x	x	x	253.546277	97.37854172	143.7980803
tRNA-Ile-TAT-2_wholecounts	14.41153954	12.83866996	14.28763341	x	x	x	38.03194156	40.26932176	70.30835343
tRNA-Ile-TAT-2_fiveprime	1.372527575	0	0	x	x	x	69.72522619	14.27730499	28.63236113
tRNA-Ile-TAT-2_threeprime	351.3670593	359.4827589	475.4606895	x	x	x	3055.232638	1962.214224	2337.673217
tRNA-Ile-TAT-2_other	10.9802206	15.30764495	11.11260376	x	x	x	247.2076201	123.3705585	168.294656
tRNA-Leu-AAG-1_wholecounts	4673.456394	4806.10672	4814.138701	x	x	x	3296.101602	3796.298788	4669.619962
tRNA-Leu-AAG-1_fiveprime	65.19505983	57.28021982	92.86961714	x	x	x	583.1564372	188.5336428	221.4235927
tRNA-Leu-AAG-1_threeprime	6255.980688	6290.94828	7372.418838	x	x	x	5197.698679	4905.169475	5108.6495
tRNA-Leu-AAG-1_other	83.03791831	64.6871448	88.90083008	x	x	x	450.0446417	266.8757779	182.9289739
tRNA-Leu-AAG-2_wholecounts	1888.597944	1939.626754	1983.599771	x	x	x	862.0573419	997.2148407	1218.147897
tRNA-Leu-AAG-2_fiveprime	36.37198075	34.56564989	34.9253261	x	x	x	196.4983647	120.4418805	129.8000371
tRNA-Leu-AAG-2_threeprime	6255.294425	6290.94828	7372.418838	x	x	x	5197.698679	4905.169475	5108.6495
tRNA-Leu-AAG-2_other	83.03791831	64.6871448	88.90083008	x	x	x	450.0446417	266.8757779	182.9289739
tRNA-Leu-AAG-3_wholecounts	281.3681529	349.1130639	368.3034389	x	x	x	1020.523765	1514.492583	2024.626069
tRNA-Leu-AAG-3_fiveprime	36.37198075	34.56564989	34.9253261	x	x	x	196.4983647	120.4418805	129.8000371
tRNA-Leu-AAG-3_threeprime	382.9351935	448.3658586	654.056107	x	x	x	1901.597078	2215.178782	2192.602588
tRNA-Leu-AAG-3_other	83.03791831	64.6871448	88.90083008	x	x	x	450.0446417	266.8757779	182.9289739
tRNA-Leu-CAA-1_wholecounts	391.8566228	466.1424785	395.2911909	x	x	x	386.6580725	539.9749964	762.2570807
tRNA-Leu-CAA-1_fiveprime	6.176374089	10.86348997	2.381272234	x	x	x	126.7731385	43.19799971	40.08530558
tRNA-Leu-CAA-1_threeprime	2911.817251	3341.510754	4436.310173	x	x	x	11916.67502	7573.561169	7599.028643
tRNA-Leu-CAA-1_other	2.058791363	3.456564989	13.49387599	x	x	x	95.07985389	35.14413536	28.95049847
tRNA-Leu-CAA-2_wholecounts	4138.17064	5031.771034	3935.449246	x	x	x	3923.628637	5145.687152	8348.242092
tRNA-Leu-CAA-2_fiveprime	35.68571696	34.07185489	33.33781128	x	x	x	247.2076201	123.0044737	182.6108365
tRNA-Leu-CAA-2_threeprime	8202.22479	9524.811725	9754.48483	x	x	x	17589.77297	16877.60492	19862.90519
tRNA-Leu-CAA-2_other	17.84285848	16.78902995	34.13156869	x	x	x	152.1277662	99.20896543	95.7593411
tRNA-Leu-CAA-3_wholecounts	2822.602959	3297.563	2803.551177	x	x	x	3384.842798	4528.468275	6488.093031
tRNA-Leu-CAA-3_fiveprime	34.99945317	36.54082989	39.68787057	x	x	x	228.1916493	132.5226771	173.7029908
tRNA-Leu-CAA-3_threeprime	6476.271364	7298.783872	7984.405802	x	x	x	17760.91671	17389.39139	18206.36403
tRNA-Leu-CAA-3_other	39.1170359	31.1090849	42.86290022	x	x	x	221.8529924	103.6019824	80.80688585
tRNA-Leu-CAA-4_wholecounts	1430.173734	1760.379169	1377.169109	x	x	x	1502.261691	1854.219225	2514.239444
tRNA-Leu-CAA-4_fiveprime	45.29340999	39.99739487	61.91307809	x	x	x	323.2715032	160.7112023	169.249068
tRNA-Leu-CAA-4_threeprime	3515.04312	3897.030128	4862.557903	x	x	x	10889.8126	8202.494758	8063.509168
tRNA-Leu-CAA-4_other	22.64670499	14.32005495	34.13156869	x	x	x	164.8050801	107.6289145	87.80590745
tRNA-Leu-CAG-1_wholecounts	2556.332609	3170.657685	2688.456353	x	x	x	3391.181455	4116.256854	7225.217262
tRNA-Leu-CAG-1_fiveprime	86.46923725	87.89550972	114.3010673	x	x	x	938.121225	384.7550652	451.1187564
tRNA-Leu-CAG-1_threeprime	69978.31843	49150.37897	51776.79595	x	x	x	57288.7813	73745.94111	66120.07527
tRNA-Leu-CAG-1_other	656.7544448	491.3260235	919.1710825	x	x	x	2846.05696	1106.308094	1064.805697
tRNA-Leu-CAG-2_wholecounts	8533.003936	11301.48613	8837.695019	x	x	x	9431.921506	11072.59915	18710.29358
tRNA-Leu-CAG-2_fiveprime	86.46923725	87.89550972	114.3010673	x	x	x	938.121225	384.7550652	451.1187564
tRNA-Leu-CAG-2_threeprime	193778.2469	163450.0948	167879.6925	x	x	x	115464.9746	131929.2537	123110.8813
tRNA-Leu-CAG-2_other	656.7544448	491.3260235	919.1710825	x	x	x	2846.05696	1106.308094	1064.805697
tRNA-Leu-CAG-3_wholecounts	0	0	0	x	x	x	0	0.366084743	1.272549383
tRNA-Leu-CAG-3_fiveprime	0	3.456564989	0.793757411	x	x	x	63.38656926	6.955610123	15.2705926
tRNA-Leu-CAG-3_threeprime	62443.14204	40986.46626	44161.48734	x	x	x	49745.77955	65357.10922	52827.97883
tRNA-Leu-CAG-3_other	512.6390494	344.6689089	615.9557513	x	x	x	1654.389458	517.643827	450.1643444
